From Id	To Id	Tx	Meta
3	0	0.0526204	 UDP 49153 > 8090
0	1	0.0526282	 UDP 49153 > 8090
1	5	0.0527062	 UDP 49153 > 8090
0	1	0.0527062	 UDP 49153 > 8100
3	0	0.0528204	 UDP 49153 > 8090
1	4	0.0528564	 UDP 49153 > 8100
0	1	0.0528614	 UDP 49153 > 8090
2	0	0.0529166	 UDP 49153 > 8100
1	5	0.0529394	 UDP 49153 > 8090
3	0	0.0530204	 UDP 49153 > 8090
0	1	0.0530282	 UDP 49153 > 8090
1	5	0.0531062	 UDP 49153 > 8090
0	1	0.0531062	 UDP 49153 > 8100
3	0	0.0532204	 UDP 49153 > 8090
1	4	0.0532564	 UDP 49153 > 8100
0	1	0.0532614	 UDP 49153 > 8090
2	0	0.0533332	 UDP 49153 > 8100
1	5	0.0533394	 UDP 49153 > 8090
3	0	0.0534204	 UDP 49153 > 8090
0	1	0.0534282	 UDP 49153 > 8090
1	5	0.0535062	 UDP 49153 > 8090
0	1	0.0535149	 UDP 49153 > 8100
3	0	0.0536204	 UDP 49153 > 8090
1	4	0.0536652	 UDP 49153 > 8100
0	1	0.0536701	 UDP 49153 > 8090
1	5	0.0537482	 UDP 49153 > 8090
2	0	0.0537499	 UDP 49153 > 8100
3	0	0.0538204	 UDP 49153 > 8090
0	1	0.0538282	 UDP 49153 > 8090
1	5	0.0539062	 UDP 49153 > 8090
0	1	0.0539316	 UDP 49153 > 8100
3	0	0.0540204	 UDP 49153 > 8090
1	4	0.0540818	 UDP 49153 > 8100
0	1	0.0540868	 UDP 49153 > 8090
1	5	0.0541648	 UDP 49153 > 8090
2	0	0.0541666	 UDP 49153 > 8100
3	0	0.0542204	 UDP 49153 > 8090
0	1	0.0542282	 UDP 49153 > 8090
1	5	0.0543062	 UDP 49153 > 8090
0	1	0.0543483	 UDP 49153 > 8100
3	0	0.0544204	 UDP 49153 > 8090
1	4	0.0544985	 UDP 49153 > 8100
0	1	0.0545035	 UDP 49153 > 8090
1	5	0.0545815	 UDP 49153 > 8090
2	0	0.0545832	 UDP 49153 > 8100
3	0	0.0546204	 UDP 49153 > 8090
0	1	0.0546282	 UDP 49153 > 8090
1	5	0.0547062	 UDP 49153 > 8090
0	1	0.0547649	 UDP 49153 > 8100
3	0	0.0548204	 UDP 49153 > 8090
1	4	0.0549151	 UDP 49153 > 8100
0	1	0.0549201	 UDP 49153 > 8090
1	5	0.0549981	 UDP 49153 > 8090
2	0	0.0549999	 UDP 49153 > 8100
